,Book_id,True_title,author,title,url,view,similarity,isnotVol,status,Used
4,1506,The Robber A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",The robber : a tale,/details/06793116.2602.emory.edu,240,0.777777778,TRUE,Normal,1
5,1506,The Robber A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 3: The robber : a tale,/details/robbertale03jame,290,0.651162791,FALSE,Normal,
6,1506,The Robber A Tale,George Payne Rainsford James,The Robber: A Tale,/details/robberatale03jamegoog,56,0.971428571,TRUE,Normal,
7,1506,The Robber A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 1: The robber : a tale,/details/robbertale01jame,261,0.651162791,FALSE,Normal,
8,1506,The Robber A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 2: The robber : a tale,/details/robbertale02jame,451,0.651162791,FALSE,Normal,
0,1507,The Smuggler A Tale,George Payne Rainsford James,The Smuggler: A Tale,/details/smuggleratale00jamegoog,418,0.974358974,TRUE,Normal,1
1,1507,The Smuggler A Tale,George Payne Rainsford James,The smuggler: A Tale,/details/smuggleratale01jamegoog,166,0.923076923,TRUE,Normal,
2,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 3: The smuggler : a tale,/details/smugglertale03jame,280,0.680851064,FALSE,Normal,
3,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 2: The smuggler : a tale,/details/smugglertale02jame,233,0.680851064,FALSE,Normal,
4,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 3: The smuggler : a tale,/details/smugglertale03james,198,0.680851064,FALSE,Normal,
5,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 1: The smuggler : a tale,/details/smugglertale01james,172,0.680851064,FALSE,Normal,
6,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 1: The smuggler : a tale,/details/smugglertale01jame,316,0.680851064,FALSE,Normal,
7,1507,The Smuggler A Tale,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 2: The smuggler : a tale,/details/smugglertale02james,168,0.680851064,FALSE,Normal,
0,1508,The Stepmother,"Borrow, George Henry, 1803-1881; Wise, Thomas James, 1859-1937 [Editor]",The Dalby Bear and Other Ballads,/details/thedalbybearando28817gut,224,0.391304348,TRUE,Normal,1
0,1509,The String Of Pearls,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 1: The string of pearls,/details/stringofpearls01jame,236,0.723404255,FALSE,Normal,
1,1509,The String Of Pearls,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 2: The string of pearls,/details/stringofpearls02jame,433,0.723404255,FALSE,Normal,
2,1509,The String Of Pearls,"Rymer, James Malcolm, approximately 1814-1884; Lloyd, E. (Edward), 1815-1890. pbl; Macfarren, G. A. (George Alexander), 1813-1887. att; Prest, Thomas Peckett. att; Hingston, Edward P. (Edward Peron), approximately 1823-1876. att; Smith, Albert, 1816-1860. att","The string of pearls, or, The barber of Fleet street : a domestic romance",/details/stringofpearlsor00ryme,370,0.365591398,TRUE,Normal,1
0,1510,The Vicissitudes Of A Life A Novel,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 1: The vicissitudes of a life : a novel,/details/vicissitudesofli01jame,222,0.727272727,FALSE,Seperate into Volumes,1
1,1510,The Vicissitudes Of A Life A Novel,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 2: The vicissitudes of a life : a novel,/details/vicissitudesofli02jame,193,0.727272727,FALSE,Seperate into Volumes,1
2,1510,The Vicissitudes Of A Life A Novel,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Vol 3: The vicissitudes of a life : a novel,/details/vicissitudesofli03jame,173,0.727272727,FALSE,Seperate into Volumes,1
0,1511,The Woodman A Romance Of The Times Of Richard Iii,"James, G. P. R. (George Payne Rainsford), 1801?-1860; Powell, W. E",Vol 3: The woodman : a romance of the times of Richard III,/details/woodmanromanceof03jame,566,0.747663551,FALSE,Seperate into Volumes,1
1,1511,The Woodman A Romance Of The Times Of Richard Iii,"James, G. P. R. (George Payne Rainsford), 1801?-1860; Powell, W. E",Vol 1: The woodman : a romance of the times of Richard III,/details/woodmanromanceof01jame,287,0.747663551,FALSE,Seperate into Volumes,1
2,1511,The Woodman A Romance Of The Times Of Richard Iii,"James, G. P. R. (George Payne Rainsford), 1801?-1860; Powell, W. E",Vol 2: The woodman : a romance of the times of Richard III,/details/woodmanromanceof02jame,317,0.747663551,FALSE,Seperate into Volumes,1
0,1513,My Connaught Cousins,"Jay, Harriett",My Connaught Cousins,/details/in.ernet.dli.2015.123846,0,1,TRUE,Normal,
1,1513,My Connaught Cousins,"Jay, Harriett, 1857-1932",My Connaught cousins. A novel,/details/myconnaughtcous02jaygoog,178,0.775510204,TRUE,Normal,
2,1513,My Connaught Cousins,"Jay, Harriett, 1857-1932",My Connaught cousins. A novel,/details/myconnaughtcous01jaygoog,179,0.775510204,TRUE,Normal,1
3,1513,My Connaught Cousins,"Jay, Harriett, 1857-1932",My Connaught cousins. A novel,/details/myconnaughtcous00jaygoog,161,0.775510204,TRUE,Normal,
4,1513,My Connaught Cousins,"Jay, Harriett",Vol 2: My Connaught cousins : in three volumes,/details/myconnaughtcousi02jayh,259,0.575757576,FALSE,Normal,
5,1513,My Connaught Cousins,"Jay, Harriett",Vol 3: My Connaught cousins : in three volumes,/details/myconnaughtcousi03jayh,311,0.575757576,FALSE,Normal,
6,1513,My Connaught Cousins,"Jay, Harriett",Vol 1: My Connaught cousins : in three volumes,/details/myconnaughtcousi01jayh,337,0.575757576,FALSE,Normal,
0,1512,Ticonderoga Or The Black Eagle A Tale Of Times Not Long Past,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Vol 2: Ticonderoga; or, The Black Eagle. A tale of times not long past",/details/ticonderogaorbla02jame,159,0.815384615,FALSE,Seperate into Volumes,1
1,1512,Ticonderoga Or The Black Eagle A Tale Of Times Not Long Past,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Vol 3: Ticonderoga; or, The Black Eagle. A tale of times not long past",/details/ticonderogaorbla03jame,220,0.815384615,FALSE,Seperate into Volumes,1
2,1512,Ticonderoga Or The Black Eagle A Tale Of Times Not Long Past,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Vol 1: Ticonderoga; or, The Black Eagle. A tale of times not long past",/details/ticonderogaorbla01jame,153,0.815384615,FALSE,Seperate into Volumes,1
0,1514,A Noble Woman,"Jeaffreson, John Cordy, 1831-1901",Vol 1: A noble woman,/details/noblewoman01jeaf,222,0.666666667,FALSE,Seperate into Volumes,1
1,1514,A Noble Woman,"Jeaffreson, John Cordy, 1831-1901",Vol 2: A noble woman,/details/noblewoman02jeaf,199,0.666666667,FALSE,Seperate into Volumes,1
2,1514,A Noble Woman,"Jeaffreson, John Cordy, 1831-1901",Vol 3: A noble woman,/details/noblewoman03jeaf,207,0.666666667,FALSE,Seperate into Volumes,1
0,1518,After London Or Wild England,"Jefferies, Richard, 1848-1887","After London: Or, Wild England",/details/afterlondon13944gut,617,0.965517241,TRUE,Normal,
1,1518,After London Or Wild England,"Jefferies, Richard, 1848-1887","After London : or, Wild England",/details/afterlondonorwi00jeffgoog,565,0.915254237,TRUE,Normal,
2,1518,After London Or Wild England,"Jefferies, Richard, 1848-1887","After London; or, Wild England",/details/afterlondonorwil00jeffuoft,1088,0.931034483,TRUE,Normal,
3,1518,After London Or Wild England,"Jefferies, Richard, 1848-1887","After London; or, Wild England",/details/afterlondonorwil00jeffiala,1163,0.931034483,TRUE,Normal,1
0,1516,Miriam Copley,"Jeaffreson, John Cordy, 1831-1901",Vol 3: Miriam Copley,/details/miriamcopley03jeaf,178,0.787878788,FALSE,Seperate into Volumes,1
1,1516,Miriam Copley,"Jeaffreson, John Cordy, 1831-1901",Vol 2: Miriam Copley,/details/miriamcopley02jeaf,153,0.787878788,FALSE,Seperate into Volumes,1
2,1516,Miriam Copley,"Jeaffreson, John Cordy, 1831-1901",Vol 1: Miriam Copley,/details/miriamcopley01jeaf,259,0.787878788,FALSE,Seperate into Volumes,1
0,1515,Cutting For Partners,"Jeaffreson, John Cordy, 1831-1901",Vol 1: Cutting for partners,/details/cuttingforpartne01jeaf,203,0.765957447,FALSE,Seperate into Volumes,1
1,1515,Cutting For Partners,"Jeaffreson, John Cordy, 1831-1901",Vol 3: Cutting for partners,/details/cuttingforpartne03jeaf,209,0.765957447,FALSE,Seperate into Volumes,1
2,1515,Cutting For Partners,"Jeaffreson, John Cordy, 1831-1901",Vol 2: Cutting for partners,/details/cuttingforpartne02jeaf,230,0.765957447,FALSE,Seperate into Volumes,1
0,1519,Bevis The Story Of A Boy,Jefferies Richard,Bevis The Story Of A Boy,/details/in.ernet.dli.2015.79058,0,1,TRUE,Normal,
1,1519,Bevis The Story Of A Boy,John Richard Jefferies,Bevis: the story of a boy,/details/bevisstoryaboy01jeffgoog,233,0.775510204,TRUE,Normal,
2,1519,Bevis The Story Of A Boy,Richard Jefferies,Bevis The Story Of A Boy,/details/bevisthestoryofa014319mbp,1068,1,TRUE,Normal,1
3,1519,Bevis The Story Of A Boy,John Richard Jefferies,Bevis: the story of a boy,/details/bevisstoryaboy02jeffgoog,196,0.775510204,TRUE,Normal,
4,1519,Bevis The Story Of A Boy,John Richard Jefferies,Bevis: the story of a boy,/details/bevisstoryaboy00jeffgoog,232,0.775510204,TRUE,Normal,
5,1519,Bevis The Story Of A Boy,"Jefferies, Richard, 1848-1887",Vol 2: Bevis : the story of a boy,/details/bevisstoryofboy02jeff,367,0.666666667,FALSE,Normal,
6,1519,Bevis The Story Of A Boy,"Jefferies, Richard, 1848-1887",Vol 1: Bevis : the story of a boy,/details/bevisstoryofboy01jeff,437,0.666666667,FALSE,Normal,
7,1519,Bevis The Story Of A Boy,Richard Jefferies,Bevis The Story Of A Boy,/details/bevisthestoryofa003314mbp,660,1,TRUE,Normal,
8,1519,Bevis The Story Of A Boy,"Jefferies, Richard, 1848-1887",Vol 3: Bevis : the story of a boy,/details/bevisstoryofboy03jeff,349,0.666666667,FALSE,Normal,
0,1521,Once And Again A Novel,"Camilla Jenkin , Henrietta Camilla (Jackson) Jenkin",Vol 1-2: Once and Again: A Novel,/details/onceandagainano00jenkgoog,224,0.777777778,TRUE,Normal,1
1,1521,Once And Again A Novel,"Jenkin, C. (Camilla), 1807?-1885",Vol 3: Once and again : a novel,/details/onceagainnovel03jenk,205,0.679245283,FALSE,Normal,
2,1521,Once And Again A Novel,"Jenkin, C. (Camilla), 1807?-1885",Vol 1: Once and again : a novel,/details/onceagainnovel01jenk,299,0.679245283,FALSE,Normal,
3,1521,Once And Again A Novel,"Jenkin, C. (Camilla), 1807?-1885",Vol 2: Once and again : a novel,/details/onceagainnovel02jenk,172,0.679245283,FALSE,Normal,
0,1522,Lisa Lena,"Jenkins, Edward, 1838-1910",Vol 2: Lisa Lena,/details/lisalena02jenk,286,0.72,FALSE,Seperate into Volumes,1
1,1522,Lisa Lena,"Jenkins, Edward, 1838-1910",Vol 1: Lisa Lena,/details/lisalena01jenk,252,0.72,FALSE,Seperate into Volumes,1
0,1523,Lutchmee And Dilloo A Story Of West Indian Life,"Jenkins, Edward, 1838-1910",Vol 1: Lutchmee and Dilloo : a story of West Indian Life,/details/lutchmeedilloost01jenk,895,0.834951456,FALSE,Seperate into Volumes,1
1,1523,Lutchmee And Dilloo A Story Of West Indian Life,"Jenkins, Edward, 1838-1910",Vol 2: Lutchmee and Dilloo : a story of West Indian Life,/details/lutchmeedilloost02jenk,262,0.834951456,FALSE,Seperate into Volumes,1
2,1523,Lutchmee And Dilloo A Story Of West Indian Life,"Jenkins, Edward, 1838-1910",Vol 3: Lutchmee and Dilloo : a story of West Indian Life,/details/lutchmeedilloost03jenk,605,0.834951456,FALSE,Seperate into Volumes,1
0,1525,The Philadelphian,"Jennings, Louis John, 1836-1893",Vol 3: The Philadelphian,/details/philadelphian03jenn,147,0.829268293,FALSE,Seperate into Volumes,1
1,1525,The Philadelphian,"Jennings, Louis John, 1836-1893",Vol 2: The Philadelphian,/details/philadelphian02jenn,169,0.829268293,FALSE,Seperate into Volumes,1
2,1525,The Philadelphian,"Jennings, Louis John, 1836-1893",Vol 1: The Philadelphian,/details/philadelphian01jenn,174,0.829268293,FALSE,Seperate into Volumes,1
0,1526,The Girl He Left Behind Him A Novel,"Jephson, R. Mounteney (Richard Mounteney), b. 1842",Vol 2: The girl he left behind him. A novel,/details/girlheleftbehind02jeph,204,0.743589744,FALSE,Seperate into Volumes,1
1,1526,The Girl He Left Behind Him A Novel,"Jephson, R. Mounteney (Richard Mounteney), b. 1842",Vol 1: The girl he left behind him. A novel,/details/girlheleftbehind01jeph,185,0.743589744,FALSE,Seperate into Volumes,1
2,1526,The Girl He Left Behind Him A Novel,"Jephson, R. Mounteney (Richard Mounteney), b. 1842",Vol 3: The girl he left behind him. A novel,/details/girlheleftbehind03jeph,167,0.743589744,FALSE,Seperate into Volumes,1
0,1524,In London Town A Novel,"Jenner, Henry, Mrs",Vol 3: In London Town. A novel,/details/inlondontownnove03jenn,178,0.807692308,FALSE,Seperate into Volumes,1
1,1524,In London Town A Novel,"Jenner, Henry, Mrs",Vol 2: In London Town. A novel,/details/inlondontownnove02jenn,162,0.807692308,FALSE,Seperate into Volumes,1
2,1524,In London Town A Novel,"Jenner, Henry, Mrs",Vol 1: In London Town. A novel,/details/inlondontownnove01jenn,202,0.807692308,FALSE,Seperate into Volumes,1
0,1529,The Roll Call A Novel,"Jervoise, Arthur Tristram, Mrs",Vol 3: The roll call : a novel,/details/rollcallnovel03jerv,166,0.666666667,FALSE,Seperate into Volumes,1
1,1529,The Roll Call A Novel,"Jervoise, Arthur Tristram, Mrs",Vol 1: The roll call : a novel,/details/rollcallnovel01jerv,154,0.666666667,FALSE,Seperate into Volumes,1
2,1529,The Roll Call A Novel,"Jervoise, Arthur Tristram, Mrs",Vol 2: The roll call : a novel,/details/rollcallnovel02jerv,129,0.666666667,FALSE,Seperate into Volumes,1
0,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Men of character,/details/menofcharacter00jerr,476,0.875,TRUE,Normal,1
1,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol 3: Men of character,/details/mencharacter00thacgoog,386,0.717948718,FALSE,Normal,
2,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol 2: Men of character,/details/mencharacter00jerrgoog,290,0.717948718,FALSE,Normal,
3,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol 1: Men of character,/details/mencharacter01jerrgoog,598,0.717948718,FALSE,Normal,
4,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857; Thackeray, William Makepeace, 1811-1863",Vol 2: Men of character ..,/details/menofcharacter02jerro,207,0.666666667,FALSE,Normal,
5,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Men of character,/details/mencharacter02jerrgoog,362,0.875,TRUE,Normal,
6,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857; Thackeray, William Makepeace, 1811-1863",Vol 1: Men of character ..,/details/menofcharacter01jerro,268,0.666666667,FALSE,Normal,
7,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857; Thackeray, William Makepeace, 1811-1863",Vol 3: Men of character ..,/details/menofcharacter03jerro,322,0.666666667,FALSE,Normal,
8,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol v.3: Men of character,/details/menofcharacter03jerr,254,0.682926829,FALSE,Normal,
9,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol v.2: Men of character,/details/menofcharacter02jerr,611,0.682926829,FALSE,Normal,
10,1527,Men Of Character,"Jerrold, Douglas William, 1803-1857",Vol v.1: Men of character,/details/menofcharacter01jerr,256,0.682926829,FALSE,Normal,
11,1527,Men Of Character,"Douglas William Jerrold, Douglas Jerrold",Vol 1: Men of Character: In two volumes,/details/mencharacterint00jerrgoog,216,0.545454545,FALSE,Normal,
0,1532,Wild Rose,John Hill,Wild Rose,/details/wildrose00hillgoog,118,1,TRUE,Normal,1
1,1532,Wild Rose,John Hill,Wild Rose,/details/wildrose01hillgoog,102,1,TRUE,Normal,
2,1532,Wild Rose,"Hill, John, novelist",Vol 2: Wild rose; a romance,/details/wildroseromance02hill,249,0.444444444,FALSE,Normal,
3,1532,Wild Rose,"Hill, John, novelist",Vol 1: Wild rose; a romance,/details/wildroseromance01hill,220,0.444444444,FALSE,Normal,
4,1532,Wild Rose,"Hill, John, novelist",Vol 3: Wild rose; a romance,/details/wildroseromance03hill,295,0.444444444,FALSE,Normal,
0,1533,The Vampyre A Tale,"Polidori, John William, 1795-1821",The Vampyre; a Tale,/details/thevampyreatale06087gut,642,0.918918919,TRUE,Normal,
1,1533,The Vampyre A Tale,"Polidori, John William, 1795-1821; Byron, George Gordon Byron, Baron, 1788-1824; Mitford, John, 1782-1831",Vol c.2: The vampyre : a tale,/details/vampyretale02poli,227,0.638297872,FALSE,Normal,
2,1533,The Vampyre A Tale,"Polidori, John William, 1795-1821; Byron, George Gordon Byron, Baron, 1788-1824; Mitford, John, 1782-1831",The vampyre : a tale,/details/vampyretale00poli,520,0.789473684,TRUE,Normal,
3,1533,The Vampyre A Tale,"Polidori, John William, 1795-1821; Byron, George Gordon Byron, Baron, 1788-1824; Mitford, John, 1782-1831",The vampyre : a tale,/details/thevampyretale00poliuoft,4066,0.789473684,TRUE,Normal,1
4,1533,The Vampyre A Tale,"Polidori, John William, 1795-1821; Byron, George Gordon Byron, Baron, 1788-1824; Mitford, John, 1782-1831. [from old catalog]",The vampyre; a tale,/details/vampyreatale00byrogoog,510,0.810810811,TRUE,Normal,
5,1533,The Vampyre A Tale,John Polidori,"The Vampyre, a Tale",/details/vampy10,448,0.918918919,TRUE,Normal,
0,1534,Legend And Romance African And European,"Johns, Richard, 1805-1851",Vol 3: Legend and romance : African and European,/details/legendromanceafr03john,140,0.827586207,FALSE,Seperate into Volumes,1
1,1534,Legend And Romance African And European,"Johns, Richard, 1805-1851",Vol 2: Legend and romance : African and European,/details/legendromanceafr02john,124,0.827586207,FALSE,Seperate into Volumes,1
2,1534,Legend And Romance African And European,"Johns, Richard","Vol 2: Legend and romance, African and European",/details/legendromanceafr02johniala,214,0.837209302,FALSE,Seperate into Volumes,
3,1534,Legend And Romance African And European,"Johns, Richard","Vol 3: Legend and romance, African and European",/details/legendromanceafr03johniala,367,0.837209302,FALSE,Seperate into Volumes,
4,1534,Legend And Romance African And European,"Johns, Richard","Vol 1: Legend and romance, African and European",/details/legendromanceafr01johniala,314,0.837209302,FALSE,Seperate into Volumes,
5,1534,Legend And Romance African And European,"Johns, Richard, 1805-1851",Vol 1: Legend and romance : African and European,/details/legendromanceafr01john,146,0.827586207,FALSE,Seperate into Volumes,1
0,1535,The Dawsons Of Glenara A Story Of Scottish Life,"Johnston, Henry",Vol 1: The Dawsons of Glenara : a story of Scottish life,/details/dawsonsofglenara01john,222,0.815533981,FALSE,Seperate into Volumes,1
1,1535,The Dawsons Of Glenara A Story Of Scottish Life,"Johnston, Henry",Vol 1: The Dawsons of Glenara : a story of Scottish life,/details/dawsonsofglenara01john_0,41,0.815533981,FALSE,Seperate into Volumes,1
2,1535,The Dawsons Of Glenara A Story Of Scottish Life,"Johnston, Henry",Vol 3: The Dawsons of Glenara : a story of Scottish life,/details/dawsonsofglenara03john,172,0.815533981,FALSE,Seperate into Volumes,1
3,1535,The Dawsons Of Glenara A Story Of Scottish Life,"Johnston, Henry",Vol 2: The Dawsons of Glenara : a story of Scottish life,/details/dawsonsofglenara02john,269,0.815533981,FALSE,Seperate into Volumes,1
0,1536,Dukesborough Tales,"Johnston, Richard Malcolm, 1822-1898","Dukesborough tales, by Philemon Perch",/details/dukesboroughtale00john,289,0.618181818,TRUE,Normal,
1,1536,Dukesborough Tales,"Johnston, Richard Malcolm, 1822-1898",Dukesborough tales: the chronicles of Mr. Bill Williams,/details/dukesboroughtale00john_0,9,0.465753425,TRUE,Normal,
2,1536,Dukesborough Tales,"Johnston, Richard Malcolm, 1822-1898",Dukesborough tales; the chronicles of Mr. Bill Williams,/details/dukesboroughtale00johniala,973,0.465753425,TRUE,Normal,1
3,1536,Dukesborough Tales,"Johnston, Richard Malcolm, 1822-1898",Dukesborough tales : the chronicles of Mr. Bill Williams,/details/cu31924022061166,191,0.459459459,TRUE,Normal,
0,1538,Elizabeth De Bruce,"Johnstone, C. I. (Christian Isobel), 1781-1857",Vol 3: Elizabeth de Bruce,/details/elizabethdebruce03johns,383,0.790697674,FALSE,Normal,
1,1538,Elizabeth De Bruce,"Johnstone, C. I. (Christian Isobel), 1781-1857",Vol 2: Elizabeth de Bruce,/details/elizabethdebruce02john,439,0.790697674,FALSE,Normal,
2,1538,Elizabeth De Bruce,"Johnstone, C. I. (Christian Isobel), 1781-1857",Vol 1: Elizabeth de Bruce,/details/elizabethdebruce01john,803,0.790697674,FALSE,Normal,
3,1538,Elizabeth De Bruce,Christian Isobel Johnstone,Elizabeth de Bruce,/details/elizabethdebruc02johngoog,583,0.944444444,TRUE,Normal,
4,1538,Elizabeth De Bruce,Christian Isobel Johnstone,Elizabeth de Bruce,/details/elizabethdebruc01johngoog,540,0.944444444,TRUE,Normal,
5,1538,Elizabeth De Bruce,"Johnstone, C. I. (Christian Isobel), 1781-1857",Vol 1: Elizabeth de Bruce,/details/elizabethdebruce01johns,418,0.790697674,FALSE,Normal,
6,1538,Elizabeth De Bruce,Christian Isobel Johnstone,Elizabeth de Bruce,/details/elizabethdebruc03johngoog,383,0.944444444,TRUE,Normal,
7,1538,Elizabeth De Bruce,"Johnstone, C. I. (Christian Isobel), 1781-1857",Vol 3: Elizabeth de Bruce,/details/elizabethdebruce03john,357,0.790697674,FALSE,Normal,
8,1538,Elizabeth De Bruce,Christian Isobel Johnstone,"Elizabeth de Bruce, by the author of Clan-Albin",/details/elizabethdebruc00johngoog,796,0.523076923,TRUE,Normal,1
0,1541,Border War A Tale Of Disunion,"Jones, J. B. (John Beauchamp), 1810-1866",Border war; a tale of disunion,/details/borderwartaleofd00joneiala,406,0.813559322,TRUE,Normal,
1,1541,Border War A Tale Of Disunion,"Jones, J. B. (John Beauchamp), 1810-1866",Wild southern scenes. A tale of disunion! and border war!,/details/wildsouthernsce00jonegoog,245,0.465116279,TRUE,Normal,
2,1541,Border War A Tale Of Disunion,"Jones, J. B. (John Beauchamp), 1810-1866; Making of America Project",Wild southern scenes A tale of disunion! and border war!,/details/wildsouthern00jonerich,426,0.470588235,TRUE,Normal,1
0,1540,Hardenbrass And Haverill Or The Secret Of The Castle A Novel,"Jones, James Athearn, 1791-1854, supposed author","Vol 1: Hardenbrass and Haverill; or, The secret of the castle, a novel. Containing A madman and no madman--Who walks--Deeds of darkness, &c. --remarkable characters, incidents, adventures, &c. &c. instructive and entertaining",/details/hardenbrasshaver01jone,301,0.364912281,FALSE,Seperate into Volumes,1
1,1540,Hardenbrass And Haverill Or The Secret Of The Castle A Novel,"Jones, James Athearn, 1791-1854, supposed author","Vol 2: Hardenbrass and Haverill; or, The secret of the castle, a novel. Containing A madman and no madman--Who walks--Deeds of darkness, &c. --remarkable characters, incidents, adventures, &c. &c. instructive and entertaining",/details/hardenbrasshaver02jone,257,0.364912281,FALSE,Seperate into Volumes,1
2,1540,Hardenbrass And Haverill Or The Secret Of The Castle A Novel,"Jones, James Athearn, 1791-1854, supposed author","Vol 3: Hardenbrass and Haverill; or, The secret of the castle, a novel. Containing A madman and no madman--Who walks--Deeds of darkness, &c. --remarkable characters, incidents, adventures, &c. &c. instructive and entertaining",/details/hardenbrasshaver03jone,252,0.364912281,FALSE,Seperate into Volumes,1
3,1540,Hardenbrass And Haverill Or The Secret Of The Castle A Novel,"Jones, James Athearn, 1791-1854, supposed author","Vol 4: Hardenbrass and Haverill; or, The secret of the castle, a novel. Containing A madman and no madman--Who walks--Deeds of darkness, &c. --remarkable characters, incidents, adventures, &c. &c. instructive and entertaining",/details/hardenbrasshaver04jone,246,0.364912281,FALSE,Seperate into Volumes,1
0,1539,Bond And Free,"Jolly, Emily",Vol 1: Bond and free,/details/bondfree01joll,301,0.666666667,FALSE,Normal,
1,1539,Bond And Free,"Jolly, Emily",Vol 2: Bond and free,/details/bondfree02joll,530,0.666666667,FALSE,Normal,
2,1539,Bond And Free,"Jolly, Emily",Vol 3: Bond and free,/details/bondfree03joll,237,0.666666667,FALSE,Normal,
3,1539,Bond And Free,Emily Jolly,"Bond and free, Volume 3",/details/bondandfreevolu00jollgoog,96,0.611111111,TRUE,Normal,
4,1539,Bond And Free,Emily Jolly,"Bond and free, by the author of 'Caste'.",/details/bondandfreebyau01jollgoog,129,0.41509434,TRUE,Normal,1
5,1539,Bond And Free,Emily Jolly,"Bond and free, by the author of 'Caste'.",/details/bondandfreebyau00jollgoog,118,0.41509434,TRUE,Normal,
6,1539,Bond And Free,Emily Jolly,"Bond and free, by the author of 'Caste'.",/details/bondandfreebyau02jollgoog,127,0.41509434,TRUE,Normal,
0,1544,The Winkles Or The Merry Monomaniacs,John Beauchamp Jones,"The Winkles: Or, The Merry Monomaniacs. An American Picture with Portraits of the Natives",/details/winklesormerrym00jonegoog,584,0.576,TRUE,Normal,
1,1544,The Winkles Or The Merry Monomaniacs,"Jones, J. B. (John Beauchamp), 1810-1866","The Winkles; or, The merry monomaniacs. An American picture with portraits of the natives",/details/thewinkles00jonerich,651,0.528,TRUE,Normal,1
0,1547,The Three Brothers A Romance,Joshua Pickersgill,Vol 4: The three brothers: A Romance,/details/threebrothersar03pickgoog,79,0.8125,FALSE,Seperate into Volumes,1
1,1547,The Three Brothers A Romance,Joshua Pickersgill,Vol 2: The three brothers: A Romance,/details/threebrothersar01pickgoog,243,0.8125,FALSE,Seperate into Volumes,1
2,1547,The Three Brothers A Romance,Joshua Pickersgill,Vol 3: The three brothers: A Romance,/details/threebrothersar00pickgoog,212,0.8125,FALSE,Seperate into Volumes,1
3,1547,The Three Brothers A Romance,Joshua Pickersgill,Vol 1: The three brothers: A Romance,/details/threebrothersar02pickgoog,50,0.8125,FALSE,Seperate into Volumes,1
0,1550,Dora,Julia Kavanagh,Dora,/details/dora01kavagoog,204,1,TRUE,Normal,
1,1550,Dora,Julia Kavanagh,Dora,/details/dora00kavagoog,141,1,TRUE,Normal,
2,1550,Dora,"Kavanagh, Julia, 1824-1877",Vol 3: Dora,/details/dora03kava,622,0.533333333,FALSE,Normal,
3,1550,Dora,"Kavanagh, Julia, 1824-1877",Dora,/details/dora02kavagoog,948,1,TRUE,Normal,1
4,1550,Dora,"Kavanagh, Julia, 1824-1877",Vol 2: Dora,/details/dora02kava,759,0.533333333,FALSE,Normal,
5,1550,Dora,Julia Kavanagh,Dora,/details/dora03kavagoog,156,1,TRUE,Normal,
6,1550,Dora,"Kavanagh, Julia, 1824-1877",Vol 1: Dora,/details/dora01kava,1024,0.533333333,FALSE,Normal,
7,1550,Dora,"Kavanagh, Julia, 1824-1877",Dora,/details/dorakavanagh00kava,803,1,TRUE,Normal,
0,1549,Adele A Tale,"Kavanagh, Julia, 1824-1877",Vol 2: Adèle : a tale,/details/adletale02kava,232,0.545454545,FALSE,Normal,
1,1549,Adele A Tale,Julia Kavanagh,Adèle: A Tale,/details/adleatale00kavagoog,293,0.88,TRUE,Normal,1
2,1549,Adele A Tale,"Kavanagh, Julia, 1824-1877",Vol 1: Adèle : a tale,/details/adletale01kava,333,0.545454545,FALSE,Normal,
3,1549,Adele A Tale,"Kavanagh, Julia, 1824-1877",Vol 3: Adèle : a tale,/details/adletale03kava,250,0.545454545,FALSE,Normal,
